seed_doc_id	seed_doc	seed_ref_id	seed_ref	doc_id	doc	ref_id	ref	TRUE	Hash
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc7528fe76834059d44305	<Book: The siege of Venice,  Chatto & Windus,, 2005, ISBN: 0701166371>	59e333088831617f5ee74e71	Ventura, Angelo: Verbali del Consiglio dei Ministri della Repubblica Veneta 2j Marzo - 30 Giugno 1848. Venice 1957 Vera storia dei fatti di Padova dei giorni XII e XIII del giugno 1848 corporate con documenti. 2nd edn. Padua 1848 Victoria, Queen of Great Britain: The Letters of Queen Victoria 1837 -1861. 3 vols. ed. AC Benson & Viscount Esher. London 1908 Visconti Venosta, G.: Memoirs of Youth. Tr.William Prall. London 1914 Vollo, Giuseppe: Daniele Manin. Turin i860	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d61fe7683316b2dccdb	<Article: "L’annessione del Veneto e le prime elezioni politiche nella regione" in "Archivio veneto", 5(None) 2013, internal_id=LO10015953:2013_5:6>	58e4ce01fe7683152b57aa61	A. Ventura, Daniele Manin e la municipalità nel marzo 1848, «Rassegna storica del Risorgimento», 1957, pp. 821-831.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc7472fe76834007de8dfa	<Book: 4.2 : Il Seicento,  N. Pozza,, 1984>	59e0adbcf98262071bfbd568	Felipe Rodriguez da Castel Branco in Portogallo146. Rifugiatosi a Livorno nel 1599, si vide proporre dal granduca Ferdinando I e dalle autorità pontificie rispettivamente una cattedra di medicina presso lo Studio di Pisa e una presso l’Università di Roma. Il Montalto tuttavia rifiutò entrambe e si trasferì a Venezia dove operò per alcuni anni. Fu proprio da Venezia che il Montalto inviò ai marrani che risiedevano in Francia alcune lettere nelle quali li sollecitava vivamente a tornare alla pratica esplicita dell’ebraismo147. Nel 1612 il Montalto venne invitato in Francia in qualità di medico di corte della regina Maria dei Medici, invito che il nostro accettò a condizione che gli venisse garantita pienamente la libertà religiosa. Elia Montalto spirò il 19 febbraio x6i6 a Tours e le sue spoglie imbalsamate furono trasportate ad Amsterdam per essere inumate nel cimitero degli ebrei portoghesi di quella città148. Tra gli allievi del Montalto ricordiamo un giovane che proveniva da Candía, Yosef Shelomòh del Medigo, detto anche Yashar (1591-165 5)149, nipote del celebre Eliyahu (Elia) del Medigo150. Il del Medigo giunse a Padova verso il 1606, all’età di soli quindici anni, e venne ammesso a frequentare i corsi di scienze naturali, matematica, astronomia, filosofia e medicina nella famosa Università. Tra i suoi maestri il giovane annoverò anche Galileo Galilei che avrebbe esercitato una certa influenza sulla sua opera. I sette anni trascorsi da Yashar presso lo Studio di Padova, in una atmosfera di grande vivacità scientifica, furono di capitale importanza per la sua formazione intellettuale e per i successivi sviluppi del suo pensiero. Nel 1648, dopo aver insegnato nell’Università di Valladolid e aver ricoperto la carica di medico di corte a Madrid, giungeva a Venezia un rinomato medico marrano, il portoghese Fernando Cardoso (1604-1683),	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9fc5fe7683316b2ddcd1	<Article: "Niccolò Tommaseo e l’opposizione legale a Venezia" in "Ateneo veneto", 3(1) 2004, internal_id=RAV0164473:2004_3_1:7>	58e4ce00fe7683152b566f71	A. Ventura, Lineamenti costituzionali del Governo Provvisorio di Venezia nel 1848- 1849, Padova, Cedam, 1955. pp. 22-25;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59621ddafe76832067212695	<Book: Repertorio di storiografia veneziana : testi e studi,  Il poligrafo, \1998, 1998, ISBN: 88-7115-096-1>	59e332f68831617f5edde5a5	Verbali del Consiglio dei ministri della Repubblicaveneta, 27 marzo-30 giugno 1848, a cura di Ventura Angelo, Venezia 1957	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc75affe76834059d44830	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto Veneto di Scienze Lettere ed Arti,, 2011, ISBN: 978-88-95996-28-8>	59e333098831617f5ee9eb6a	Verbali del Consiglio dei ministri della Repubblica Veneta 27 marzo-30 giugno 1848, a cura di A. Ventura, Venezia, Deputazione di storia patria per le Venezie, 1957.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59888f31c12c6071781e58d1	<Book: I gesuiti e Venezia: momenti e problemi di storia veneziana della Compagnia di Gesù : atti del Convegno di studi, Venezia, 2-5 ottobre 1990,  Giunta regionale del Veneto,, 1994, ISBN: 88-7706-137-5>	59df6ec59be3c75dd98c89ea	J. Valler v-Radot, Le recueil de plans d’édifices de la Compagnie de Jésus conservé à la Bibliothèque Nationale de Paris, Roma 1980, p.p. 39*-50*): A.Case di formazione per i membri dell’ordine: 1.Casa di prima / seconda probazione o di noviziato: sede stabile per l’esame degli ammit-tendi e per la formazione spirituale degli ammessi nella Compagnia, con un noviziato di durata solitamente biennale. 2. Casa di terza probazione o terz’anno: sede stabile di formazione spirituale (di durata annuale) dei gesuiti che hanno concluso la formazione intellettuale. Tale anno precede, di norma, il pieno esercizio dell’attività ministeriale.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc74abfe768340301be96a	<Book: 1: L'Ottocento. 1797-1918,  Istituto della Enciclopedia Italiana,, 2002>	59e0adcbf98262071bfcdb7f	Verbali del cormgUo dei ministri della Repubblica veneta: 2 7 marzo-$0 giugno 1848, a cura di Angelo Ventura, Venezia 1957, p. 85 (28 marzo 1848).	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc74cdfe768340301beac8	<Book: Quaderni veneti,  Longo, [2000, 2000, ISBN: 88-8063-288-4>	59e332f88831617f5ee19435	Verbali del Consiglio dei ministri della Repubblica Veneta, 27 marzo-30 giugno 1848, a cura di A. Ventura, Venezia, Deputazione di storia patria per le Venezie, 1957 e Assemblee del Risorgimento: atti raccolti e pubblicati per deliberazione della Camera dei Deputati, voi. 2: Venezia, Roma, Tip. della Camera dei Deputati, 1911	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d29fe7683316b2dc5e7	<Book: Contributi alla storia della Chiesa di Venezia,  Studium cattolico veneziano,, 1986>	5919e9663dde944752f680cb	A. Ventura, Lineamenti costituzionali del governo provvisorio di Venezia nel 1848-49, Padova 1955;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d46fe7683316b2dc7d3	<Article: "Spunti e documenti inediti per una storia religiosa del quarantotto veneziano (dal carteggio del patriarca Jacopo Monico)" in "Archivio veneto", 102(None) 1974, internal_id=LO10015953:1974_102:3>	58e4ce00fe7683152b573fe3	A. Ventura, La politica veneziana avanti la fusione, in Verbali del consiglio dei ministri della repubblica veneta: 27 marzo - 30 giugno 1848, Venezia 1957, pp- 50-73.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d46fe7683316b2dc7ef	<Article: "Mediazione culturale e orientamenti politici nel clero veneto intorno al 1848: il “‘Giornale dei parrochi ed altri sacerdoti”" in "Archivio veneto", 104(None) 1975, internal_id=LO10015953:1975_104:5>	58e4ce01fe7683152b57e71e	A. Ventura, Lineamenti costituzionali del Governo provvisorio di Venezia nel 1848-49, Padova 1955, pp. 22-23.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595faf19fe7683456bf6c048	<Book: Venezia 1848-49 : la rivoluzione e la difesa,  Comune, Assessorato affari istituzionali, stampa, 1979>	59e067ba8ee1df04443382f1	Ventura, A., Lineamenti costituzionali del governo provvisorio di Venezia nel 1848-9, Padova 1955.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc7475fe76834007de8e1e	<Book: Storia della cultura veneta,  N. Pozza,, 1986>	59e0adcbf98262071bfe090d	Verbali del Consiglio dei Ministri della Repubblica Veneta 27 marzo -30 giugno 1848 , a cura di A. Ventura, Venezia 1957, pp. 8 sgg.;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d61fe7683316b2dccd5	<Article: "Gli studenti padovani nel ’48" in "Archivio veneto", 5(None) 2013, internal_id=LO10015953:2013_5:3>	58e4ce01fe7683152b57b119	A. Ventura, Lineamenti costituzionali del governo provvisorio di Venezia nel 1848-49, Padova 1955, pp. 31-69.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc749efe768340301be8ec	<Book: Ingegneria e politica nell'Italia dell'Ottocento: Pietro Paleocapa : atti del Convegno di studi promosso a ricordo del centocinquantesimo anniversario di rifondazione dell'Istituto veneto di scienze, lettere ed arti e nella ricorrenza del Bicentenario della nascita di Pietro Paleocapa,  Istituto veneto di scienze lettere ed arti,, 1990>	59e0adcbf98262071bfdbe54	Verbali del Consìglio dei Ministri della Repubblica Veneta,  27 marzo - 30 giugno 1848, a cura di A. VENTURA, Venezia 1957 (Deputazione di storia patria per le Venezie, Monumenti storici, N.S., 10), pp. 34-73·	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc756dfe76834059d445a8	<Book: Venezia e l'Austria,  Marsilio, \1999, 1999, ISBN: 88-317-7069-1>	59e2c5a988316171ebbafdf9	Verbali del Consiglio dei Ministri della Repubblica veneta, a cura di A. Ventura, Venezia 1957;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc756bfe76834059d4459e	<Book: Venezia Quarantotto: episodi, luoghi e protagonisti di una rivoluzione 1848-49,  Electa, \1998, 1998, ISBN: 88-435-6675-X>	59e2c59e88316171ebb656a1	A., Lineamenti costituzionali del Governo Provvisorio di Venezia nel 1848-1849, Padova 1955  Verbali del Consiglio dei ministri della Repubblica veneta. 27 marzo - 30 giugno 1848, a cura di A. Ventura, Venezia 1957	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc7476fe76834007de8e2a	<Book: Il Codice per la Veneta mercantile marina,  CEDAM,, 1987, ISBN: 88-13-16110-7>	59df53cf9be3c75c2e686303	A. Ventura, Lineamenti costituzionali del governo provvisorio dì Venezia nel 1848-49, Padova 1955, pp. 5-6;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	5988477ec12c60316ce2450a	<Book: Fuori d'Italia: Manin e l'esilio : atti del convegno nel 150. anniversario della morte di Daniele Manin 1857-2007,  Ateneo Veneto,, 2009, ISBN: 978-88-89281-08-6>	59df6ec59be3c75dd98bf985	ANGELO VENTURA, L’opera politica di Daniele Manin per la democrazia e l’unità nazionale, in 1848-49. Costituenti e costituzioni. Daniele Manin e la Repubblica di Venezia, a cura di Pier Luigi Ballini, Venezia 2002, pp. 281-282 e 285.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc7589fe76834059d446c2	<Book: Le mythe de Venise au 19. siecle : debats historiographiques et representations litteraires,  Presses universitaires de Caen, , 2006, ISBN: 2841332675>	59df53cf9be3c75c2e687628	Ventura, « L’opera politica di Damele Manin per la democrazia e l’unità nazionale », in 1848-1849 : Costituenti e costituzioni : Daniele Manin e la Repubblica di Venezia, P. L. Ballini (dir.), Venise, Istituto veneto di scienze lettere ed arti, 2002, p. 255-297.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59884361c12c602cc9e2451b	<Book: Voci per un dizionario del Quarantotto : Venezia e Mestre, marzo 1848 agosto 1849,  Comune, \1999, 1999>	59e2c59e88316171ebb814f8	A. Ventura, Verbali del Consiglio dei Ministri della Repubblica Veneta 27 marzo - 30 giugno 1848, Venezia 1957.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595fb37bfe76834ab8f6c02e	<Book: Le visite pastorali di Jacopo Monico nella diocesi di Venezia : 1829-1845,  Edizioni di storia e letteratura,, 1976>	59e0adcbf98262071bfddc13	A. Ventura, Lineamenti costituzionali del Governo Provvisorio di Venezia nel 1848-49, Padova 1955;	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d44fe7683316b2dc786	<Article: "Stampa periodica e opinione pubblica a Venezia durante i quarantacinque giorni" in "Archivio veneto", 94(None) 1971, internal_id=LO10015953:1971_94:2>	58e4ce01fe7683152b57e16f	C. Ventura, La stampa a Trieste. 1943-1943, s. 1. [Udine] 1958, pp. 21-33, 68-69).	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	5960c3f4fe7683697b0e8372	<Book: Le système de l'Incanto des galées du marché à Venise (fin 13.e-milieu 15.e siècle),  Brill,, 1995, ISBN: 9004100024>	59e067ba8ee1df044433d811	SOURCES ET BIBLIOGRAPHIE Ventura A., Nobiltà e popolazione nella società veneta del '400 e ‘500, Bologna 1959.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d47fe7683316b2dc802	<Article: "Appunti e spunti sulla storiografia veneziana dell’Ottocento " in "Archivio veneto", 106(None) 1976, internal_id=LO10015953:1976_106:2>	58e4ce01fe7683152b57cbcf	A. Ventura, Verbali del consiglio dei ministri della repubblica veneta (zj marzo-18 giugno 1848), Venezia 1957,	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc75affe76834059d44830	<Book: Memorie. Classe di scienze morali, lettere ed arti,  Istituto Veneto di Scienze Lettere ed Arti,, 2011, ISBN: 978-88-95996-28-8>	59e333098831617f5ee9eb67	Ventura 1957: Angelo Ventura, Daniele Manin e la municipalità nel marzo 1848, «Rassegna storica del Risorgimento italiano», 4 (1957), pp. 819-829.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	595f9d54fe7683316b2dca50	<Article: "Giacomo Zanella e L'Italia liberale (dalle sue lettere inedite a Lampertico e a Fogazzaro)" in "Archivio veneto", 143(None) 1994, internal_id=LO10015953:1994_143:2>	58e4ce00fe7683152b56df11	Valentino fu dal Manin inviato a Parigi per rappresentarvi la Repubbli- ca di Venezia. Ludovico fu nominato senatore nel 1866 e successivamente ministro dei lavori pubblici e vice-presidente del Senato. Geologo insigne, fondò a Venezia il R. Istituto Veneto di scienze, lettere e arti. Valentino scrisse alcuni saggi di economia e fu deputato per Bozzolo nelle legislature VII e Vili. Cfr, G.L. FONTANA, Alle origini del movimento liberale nel Veneto: la formazione intellettuale e politica di Valentino Pasini, in AA.W., «I ceti dirigenti in Italia in età moderna e contemporanea», Mila- no, 1984, pp. 433-455.	0	1
595f9d35fe7683316b2dc662	<Book: Daniele Manin e la rivoluzione veneziana del 1848-1849,  Einaudi,, 2007, ISBN: 978-88-06-14972-7>	5919e96d3dde944752f73d31	A.ventura, La formazione intellettuale di Daniele Manin, in «Il Risorgimento», IX (1957).	59dc74abfe768340301be96a	<Book: 1: L'Ottocento. 1797-1918,  Istituto della Enciclopedia Italiana,, 2002>	59e0adcbf98262071bfcdb87	Verbali del consiglio dei ministri della Repubblica veneta: 27 marzo-$0 giugno 1848, a cura di Angelo Ventura, Venezia 1957, p. 84· 255.	0	1
